Investment_ID,Tree_ID,Date_ID,Maintenance_Cost,Growth_cm,Carbon_Credits
I17108,T001,20221001,554.68,13.8,2354.91
I17109,T004,20210123,833.45,34.2,1028.94
I17110,T002,20221028,1468.2,25.9,708.55
I17111,T002,20230819,963.35,73.4,941.06
I17112,T005,20221019,2575.25,48.9,1402.16
I17113,T004,20230614,1629.98,24.4,1436.44
I17114,T002,20211127,564.4,14.8,1089.1
I17115,T005,20230322,1501.7,82.7,748.72
I17116,T005,20240731,1360.63,55.4,1963.15
I17117,T003,20240721,2165.97,75.1,1307.01
I17118,T004,20210602,925.27,89.4,1501.08
I17119,T002,20220213,2270.96,29.4,1358.06
I17120,T002,20231210,1027.13,79.9,1182.36
I17121,T004,20240524,1470.56,64.9,729.97
I17122,T001,20221221,1714.8,69.4,2348.91
I17123,T001,20200229,1476.35,79.3,1017.3
I17124,T001,20230813,643.05,38.2,1348.3
I17125,T004,20220926,2768.48,15.5,1447.03
I17126,T002,20230315,2119.58,89.1,1739.13
I17127,T003,20200403,2790.56,62.6,2236.09
I17128,T002,20210224,1561.62,69.6,2064.06
I17129,T004,20220820,2916.35,72.9,856.33
I17130,T003,20200705,1838.63,98.1,1563.42
I17131,T004,20210404,510.5,90.7,1162.5
I17132,T005,20200728,2177.7,71.3,632.18
I17133,T001,20220825,1093.91,56.9,1411.7
I17134,T001,20210312,656.83,95.6,2452.92
I17135,T003,20240522,2861.53,99.7,691.75
I17136,T001,20240410,1417.38,92.3,991.21
I17137,T003,20241002,1968.49,78.2,1960.52
I17138,T005,20230521,716.03,51.9,1623.42
I17139,T001,20240216,2953.72,15.5,1813.48
I17140,T002,20200103,2803.12,95.1,1881.84
I17141,T004,20211006,2194.88,11.2,1670.31
I17142,T003,20240510,1850.66,33.3,1280.33
I17143,T004,20230506,913.07,11.9,1305.53
I17144,T002,20210416,1448.75,20.6,589.97
I17145,T003,20231130,2639.2,95.0,1384.02
I17146,T004,20240709,1666.58,35.0,1509.76
I17147,T005,20201109,2852.03,81.8,972.91
I17148,T001,20221129,820.26,13.2,1312.89
I17149,T003,20210912,2789.33,96.3,910.32
I17150,T003,20210817,2549.46,74.2,2298.71
I17151,T005,20220802,596.02,19.3,1188.96
I17152,T001,20231023,712.31,43.1,682.83
I17153,T003,20230509,2956.12,64.5,2146.71
I17154,T005,20210924,2732.68,41.5,1662.21
I17155,T002,20220304,961.01,17.0,990.35
I17156,T003,20220706,1243.51,55.7,1946.94
I17157,T005,20210821,578.24,34.2,1954.56
I17158,T004,20200304,1471.81,74.2,1845.74
I17159,T005,20200120,2099.35,87.3,1855.08
I17160,T001,20200720,2234.29,30.1,1800.63
I17161,T003,20220404,1352.0,44.4,2050.0
I17162,T002,20241203,2214.87,11.3,1891.72
I17163,T002,20200714,2087.79,53.7,1042.55
I17164,T005,20200517,1252.39,11.3,2260.71
I17165,T003,20240428,870.53,18.1,767.83
I17166,T003,20240215,2387.16,37.1,1838.76
I17167,T001,20240317,1160.07,24.4,1780.99
I17168,T003,20220912,2880.67,60.2,743.77
I17169,T003,20240226,2935.07,67.9,1255.9
I17170,T005,20211021,1906.58,92.9,1170.64
I17171,T003,20210803,2270.31,28.0,1273.13
I17172,T003,20200719,2636.0,59.5,505.74
I17173,T001,20230830,1437.47,20.1,1169.68
I17174,T001,20210609,993.8,93.2,2369.64
I17175,T003,20230428,2790.44,18.1,1054.86
I17176,T004,20220821,2574.04,28.9,2395.66
I17177,T004,20241026,1728.75,20.7,2241.49
I17178,T001,20221123,1957.21,29.5,2449.01
I17179,T001,20200928,501.64,28.9,1823.05
I17180,T002,20241221,1994.84,38.1,778.65
I17181,T004,20200405,2575.16,34.8,1779.07
I17182,T004,20201218,831.84,36.7,2331.79
I17183,T001,20220117,1304.11,21.9,2229.61
I17184,T001,20240312,2577.38,61.1,682.74
I17185,T004,20241224,589.81,44.7,896.71
I17186,T002,20240512,1949.07,70.3,2445.47
I17187,T005,20240116,1829.27,19.7,2413.25
I17188,T003,20200304,2212.53,93.5,739.85
I17189,T001,20220411,893.88,27.0,1552.35
I17190,T004,20231218,2338.97,14.5,2461.45
I17191,T004,20220916,2921.68,33.8,1824.41
I17192,T002,20210801,729.45,61.1,1748.72
I17193,T004,20200212,1283.24,10.9,823.49
I17194,T001,20230224,1286.83,90.7,1218.2
I17195,T005,20200403,1498.1,18.5,1568.91
I17196,T001,20220314,2070.17,83.0,692.22
I17197,T004,20210818,1792.73,37.4,1540.3
I17198,T002,20220404,2457.75,83.4,1854.48
I17199,T004,20200217,766.47,19.1,1765.56
I17200,T003,20231201,2746.49,24.0,1609.92
I17201,T004,20200728,2838.84,17.0,798.48
I17202,T005,20210404,2906.0,72.6,595.51
I17203,T005,20231229,2448.35,51.7,786.13
I17204,T001,20241018,1373.45,79.3,680.61
I17205,T005,20210317,1873.62,21.5,602.19
I17206,T003,20241023,2772.21,43.7,742.24
I17207,T001,20240503,1792.99,38.4,2396.96
I17208,T001,20220316,2779.19,87.0,1413.23
I17209,T003,20210302,715.5,37.8,2228.19
I17210,T004,20240928,2469.62,66.9,2387.93
I17211,T004,20221208,2166.22,26.7,1809.31
I17212,T001,20230724,2427.9,86.1,734.82
I17213,T005,20230506,2621.1,94.5,1865.5
I17214,T004,20230417,565.4,86.2,1820.22
I17215,T003,20230805,2444.84,62.8,1609.92
I17216,T003,20240201,2495.23,18.7,1677.95
I17217,T001,20210628,2100.45,97.0,2420.59
I17218,T003,20220730,2295.16,36.4,767.06
I17219,T001,20210406,1023.3,30.6,2124.05
I17220,T005,20230916,1650.18,59.0,1382.45
I17221,T005,20240504,888.24,70.6,2181.32
I17222,T002,20200311,2757.53,27.9,1369.64
I17223,T003,20231005,1497.67,46.9,876.85
I17224,T001,20240516,1054.52,59.1,2452.24
I17225,T005,20230212,984.22,80.5,1360.76
I17226,T002,20201002,1215.1,50.5,895.72
I17227,T002,20241001,1530.51,38.7,1602.14
I17228,T001,20240518,1668.09,91.6,2007.63
I17229,T001,20200927,2010.1,24.9,1946.63
I17230,T004,20220322,2905.33,72.6,1976.92
I17231,T004,20241215,1978.74,74.0,1577.26
I17232,T003,20221210,2086.46,86.2,2070.83
I17233,T003,20220507,1982.25,59.1,1308.5
I17234,T005,20231013,2759.42,65.8,2237.28
I17235,T003,20230417,994.17,68.0,2252.12
I17236,T004,20200215,1475.9,41.9,1553.41
I17237,T002,20200321,2170.47,26.5,1166.48
I17238,T004,20200701,2122.21,23.0,562.22
I17239,T002,20210312,638.71,67.4,1062.79
I17240,T002,20220116,661.36,47.5,1842.68
I17241,T001,20210312,2951.08,67.2,2279.38
I17242,T004,20231129,1736.29,65.5,1366.98
I17243,T003,20230413,1405.18,91.5,1572.97
I17244,T004,20210824,2377.2,56.7,1313.48
I17245,T001,20230325,1799.22,18.8,1713.46
I17246,T004,20200829,2698.87,42.3,2009.4
I17247,T005,20200211,629.13,73.8,1326.68
I17248,T005,20210130,2033.24,27.2,903.43
I17249,T001,20231109,1643.19,31.7,2280.25
I17250,T001,20230518,837.83,43.4,1284.49
I17251,T003,20230729,2730.65,90.8,1001.41
I17252,T002,20221130,2562.07,42.8,2023.55
I17253,T001,20240321,2588.45,20.4,1457.21
I17254,T001,20200429,2874.46,37.3,762.35
I17255,T002,20220518,2498.37,46.9,2304.97
I17256,T002,20211012,1856.18,58.6,789.65
I17257,T001,20240620,1381.44,80.3,893.16
I17258,T004,20220306,1296.14,30.7,1658.44
I17259,T004,20211014,2654.21,41.7,2468.84
I17260,T002,20211002,2870.84,81.1,2099.8
I17261,T002,20241204,1855.37,48.9,1917.74
I17262,T002,20201123,2464.94,50.5,581.95
I17263,T005,20230718,2630.14,86.5,2475.56
I17264,T004,20200209,2779.53,33.5,611.08
I17265,T003,20240105,988.52,87.3,2401.84
I17266,T005,20240612,511.72,46.6,685.85
I17267,T004,20221121,1881.37,94.6,1733.66
I17268,T004,20240422,991.45,90.9,686.94
I17269,T004,20240222,837.38,59.9,2163.83
I17270,T002,20240924,1621.83,66.4,1078.67
I17271,T002,20230913,743.31,63.9,725.72
I17272,T004,20220606,994.11,16.0,1908.08
I17273,T002,20220606,2003.11,69.7,1159.63
I17274,T002,20240105,908.87,68.7,1436.82
I17275,T004,20220605,1299.7,89.9,2209.53
I17276,T004,20220925,1408.95,81.9,2318.69
I17277,T003,20230315,2349.08,71.2,2095.39
I17278,T005,20240507,2098.4,65.3,1090.09
I17279,T003,20230517,1076.97,74.8,1834.87
I17280,T004,20200805,946.82,10.3,2334.7
I17281,T003,20210410,810.95,80.2,1683.66
I17282,T003,20201012,746.72,34.7,2269.02
I17283,T001,20211002,1665.64,90.8,1326.47
I17284,T005,20211220,2942.7,51.3,867.16
I17285,T003,20230105,860.69,73.4,847.01
I17286,T003,20221009,885.88,19.4,1596.64
I17287,T001,20220610,633.43,42.2,2333.88
I17288,T004,20200311,1671.92,20.7,1167.99
I17289,T005,20211113,2132.86,96.7,1512.11
I17290,T005,20220402,2157.83,83.9,727.81
I17291,T002,20230721,947.26,18.0,1183.73
I17292,T002,20200321,1929.06,87.1,892.32
I17293,T002,20200507,2867.64,42.0,1915.1
I17294,T005,20221125,2563.44,96.7,604.68
I17295,T005,20240310,2459.16,17.1,1582.41
I17296,T002,20211104,2942.1,76.1,1882.14
I17297,T001,20211121,973.34,91.0,635.93
I17298,T003,20201020,1979.5,26.1,658.7
I17299,T003,20220711,2612.08,75.0,505.47
I17300,T005,20240126,1340.99,96.9,2084.92
I17301,T001,20220203,735.2,69.2,2398.92
I17302,T001,20210802,1565.84,73.0,544.45
I17303,T001,20231117,779.24,95.0,753.42
I17304,T001,20200831,1012.74,49.7,1068.47
I17305,T001,20200228,2961.03,78.4,1551.46
I17306,T002,20220717,2585.83,16.0,1110.95
I17307,T002,20210320,2301.35,22.1,1282.09
I17308,T004,20220327,870.99,85.7,1418.39
I17309,T003,20221103,2321.56,55.5,764.57
I17310,T003,20240621,1004.43,96.0,2118.41
I17311,T001,20220620,1932.97,36.2,2352.6
I17312,T003,20241109,1755.57,96.8,1546.86
I17313,T004,20240107,547.49,97.5,2230.18
I17314,T001,20210105,2211.39,66.0,1940.14
I17315,T001,20240110,1296.36,81.1,2105.42
I17316,T004,20211102,881.21,71.1,1752.1
I17317,T005,20220927,1401.59,94.0,2150.6
I17318,T002,20230308,1228.28,83.1,651.69
I17319,T002,20200405,523.13,64.8,1142.05
I17320,T001,20221026,1080.54,22.1,548.27
I17321,T001,20230204,2219.29,34.1,2126.29
I17322,T003,20210326,1353.2,44.3,2217.91
I17323,T003,20240610,1352.76,65.8,839.14
I17324,T005,20211023,2598.57,63.6,662.26
I17325,T005,20220701,2707.42,46.1,692.67
I17326,T003,20241128,1238.99,78.7,1928.4
I17327,T001,20240227,1030.28,39.5,1523.96
I17328,T002,20231220,1857.0,76.1,2352.18
I17329,T004,20231113,1734.68,30.8,963.8
I17330,T001,20241219,794.88,31.1,1126.38
I17331,T003,20211227,2153.72,75.3,1580.11
I17332,T004,20210614,1584.23,67.3,1647.01
I17333,T004,20230509,2389.92,69.9,2272.61
I17334,T003,20240317,1532.21,82.4,2134.64
I17335,T002,20210601,992.18,70.8,2218.0
I17336,T005,20240812,2277.13,35.0,741.58
I17337,T003,20210926,2013.96,53.9,832.67
I17338,T001,20240816,2683.7,50.6,1689.63
I17339,T001,20230806,2333.53,63.2,2117.14
I17340,T002,20200216,2676.53,19.4,546.64
I17341,T004,20230826,799.92,74.3,2415.22
I17342,T003,20220722,2282.15,27.9,1462.27
I17343,T005,20231208,1668.68,77.1,874.42
I17344,T003,20241109,1050.95,69.0,1306.24
I17345,T003,20241203,1874.1,37.2,2147.7
I17346,T001,20220122,642.35,99.8,1463.52
I17347,T001,20200825,2785.19,57.6,1622.4
I17348,T001,20201220,803.9,56.2,1295.63
I17349,T004,20230502,1137.59,50.8,1974.89
I17350,T004,20230824,2023.0,56.3,648.46
I17351,T004,20230616,2343.13,49.8,1392.84
I17352,T002,20241227,980.12,97.9,1479.41
I17353,T005,20241126,2116.83,29.1,2114.46
I17354,T004,20220614,1427.39,31.7,1984.75
I17355,T003,20210622,619.29,58.5,2341.21
I17356,T003,20200115,2238.78,89.4,1884.29
I17357,T004,20210125,2215.28,44.1,1775.19
I17358,T004,20220927,2562.82,42.6,2454.89
I17359,T001,20220811,1696.17,29.2,506.29
I17360,T003,20241222,1755.74,22.5,2162.53
I17361,T001,20200113,886.96,62.3,2082.81
I17362,T003,20200604,1139.49,19.3,1019.2
I17363,T003,20200930,526.44,17.1,1493.79
I17364,T005,20200804,1095.4,81.3,2215.3
I17365,T003,20211108,698.84,79.3,1108.1
I17366,T001,20240718,1394.6,10.0,1533.03
I17367,T005,20200702,2643.18,58.9,1930.04
I17368,T003,20240711,1748.3,49.0,1234.85
I17369,T005,20240826,1567.74,33.1,888.2
I17370,T003,20220108,2386.49,17.3,2020.53
I17371,T005,20201024,1707.3,76.1,1595.63
I17372,T005,20211024,1026.53,11.4,2429.52
I17373,T002,20220218,2370.36,32.9,1178.14
I17374,T004,20230628,1540.58,30.5,516.81
I17375,T003,20221227,715.75,22.4,619.01
I17376,T003,20230614,2453.82,89.8,2331.68
I17377,T002,20200723,1786.54,94.5,1008.76
I17378,T004,20200228,1843.81,62.8,828.64
I17379,T001,20210422,559.82,22.2,1697.23
I17380,T003,20200707,2547.3,16.7,1852.44
I17381,T004,20240409,795.82,48.2,1194.96
I17382,T002,20220823,2124.14,40.5,1967.7
I17383,T002,20231103,1084.11,19.4,879.99
I17384,T001,20241016,2465.46,56.9,1211.63
I17385,T001,20230217,2150.8,58.3,1174.37
I17386,T003,20210923,1340.32,68.4,1080.05
I17387,T003,20220728,728.8,62.7,1103.26
I17388,T005,20210728,1089.36,39.0,928.58
I17389,T001,20240522,2369.14,52.1,2166.91
I17390,T001,20230509,580.9,41.8,1801.11
I17391,T004,20240812,1823.86,46.5,1666.83
I17392,T004,20210319,1913.5,47.7,1751.99
I17393,T003,20221022,1338.13,51.6,657.77
I17394,T004,20240716,1966.51,69.2,1797.11
I17395,T001,20230130,603.43,96.4,2161.56
I17396,T002,20200620,2027.22,85.3,619.66
I17397,T002,20210603,2391.89,97.2,1816.98
I17398,T004,20240402,960.08,60.1,2368.8
I17399,T003,20230312,1866.81,19.9,2342.7
I17400,T001,20230814,1073.0,81.8,1124.25
I17401,T005,20211126,2628.16,36.0,1216.99
I17402,T004,20220115,1958.96,37.4,1441.31
I17403,T002,20240312,2526.8,70.4,1638.77
I17404,T005,20201017,1439.21,45.7,984.64
I17405,T002,20240910,1395.23,27.9,954.13
I17406,T005,20200812,1384.78,66.3,597.49
I17407,T003,20200110,1996.5,72.9,1703.49
I17408,T002,20201119,1532.77,92.9,1617.58
I17409,T001,20220318,2734.03,71.4,737.22
I17410,T005,20210919,1297.98,99.6,2163.78
I17411,T002,20220623,2117.27,35.1,1153.39
I17412,T001,20240901,1651.36,31.1,1072.91
I17413,T005,20200629,1733.74,27.5,2399.66
I17414,T003,20210216,2943.49,80.1,2286.29
I17415,T002,20230514,641.58,71.7,937.06
I17416,T004,20240703,2068.68,99.3,1004.8
I17417,T004,20210215,1632.34,72.7,515.77
I17418,T002,20220123,2579.15,37.4,626.51
I17419,T004,20220907,735.41,31.6,2412.28
I17420,T003,20220303,2999.47,67.9,2054.66
I17421,T001,20220611,1348.59,92.1,1406.22
I17422,T003,20200826,2784.65,95.4,980.27
I17423,T004,20210402,2048.74,96.8,771.62
I17424,T005,20210810,2133.98,78.4,1576.78
I17425,T005,20230702,1797.66,24.5,1670.13
I17426,T005,20221020,510.08,47.2,1411.33
I17427,T003,20230404,994.01,73.6,1033.32
I17428,T002,20211008,1666.39,31.3,2192.03
I17429,T003,20200620,2478.6,34.3,1297.39
I17430,T001,20220813,1400.96,88.5,1149.25
I17431,T005,20240311,2600.55,84.5,1738.99
I17432,T004,20230514,1647.17,52.4,1045.52
I17433,T005,20240903,923.1,61.9,2468.56
I17434,T002,20230305,1894.0,26.1,1369.0
I17435,T004,20230521,1264.19,72.1,1450.09
I17436,T005,20240102,2430.45,74.6,1776.37
I17437,T002,20241025,2131.41,85.3,908.38
I17438,T003,20210512,1694.9,32.5,644.75
I17439,T005,20220903,2514.16,23.5,2025.48
I17440,T004,20231202,2683.79,74.9,695.73
I17441,T003,20220411,2342.14,57.2,707.19
I17442,T003,20230225,2849.21,88.5,1251.09
I17443,T003,20241207,1281.33,86.1,1548.35
I17444,T001,20200410,2604.21,15.6,1666.71
I17445,T004,20240202,1876.53,23.4,2392.93
I17446,T003,20210904,2498.34,18.8,1912.78
I17447,T002,20220807,2584.41,36.3,1309.9
I17448,T002,20220121,2367.35,28.2,733.24
I17449,T001,20200225,1779.61,51.4,2043.93
I17450,T002,20221016,1897.21,28.3,1381.76
I17451,T001,20240802,2592.05,22.7,1123.0
I17452,T005,20241119,2798.51,22.6,2480.32
I17453,T005,20210102,1128.7,83.2,2149.74
I17454,T005,20230808,2349.51,67.1,652.68
I17455,T001,20200625,1903.13,18.0,633.54
I17456,T005,20200907,1224.44,58.8,2219.92
I17457,T002,20210101,2793.81,75.6,1975.46
I17458,T005,20200427,2722.51,46.7,1780.92
I17459,T001,20230104,1127.35,37.5,1119.12
I17460,T002,20200702,768.35,48.8,2439.94
I17461,T003,20220205,1151.16,35.6,2352.56
I17462,T005,20201120,1309.08,22.1,2340.04
I17463,T005,20200603,2243.67,92.6,1295.37
I17464,T001,20240519,1100.44,36.9,954.47
I17465,T001,20210922,2608.45,21.7,1679.03
I17466,T004,20230611,2711.01,77.6,507.31
I17467,T004,20210610,2503.74,37.2,908.91
I17468,T002,20200412,1248.03,12.8,940.11
I17469,T004,20210622,1369.23,81.8,1789.23
I17470,T005,20241019,1125.74,65.3,2047.96
I17471,T004,20240929,1088.77,99.1,807.21
I17472,T001,20200207,1989.94,52.1,514.07
I17473,T003,20221111,1469.13,96.2,810.5
I17474,T004,20230228,2013.94,67.9,1668.67
I17475,T005,20230806,1337.73,11.2,849.96
I17476,T003,20240523,2434.2,71.6,1376.86
I17477,T004,20210905,2918.87,38.4,601.06
I17478,T003,20231225,1657.69,49.3,972.77
I17479,T003,20230227,1096.71,43.0,2316.02
I17480,T003,20241030,1234.82,39.6,1446.03
I17481,T005,20240625,2738.26,73.8,835.69
I17482,T005,20221222,1254.04,35.0,1103.12
I17483,T003,20220412,2628.01,98.3,2402.71
I17484,T002,20240113,2523.01,85.3,606.41
I17485,T003,20210205,2169.16,60.6,1766.42
I17486,T004,20240328,978.56,10.6,522.7
I17487,T001,20220307,1013.18,87.2,1291.67
I17488,T005,20210225,1743.31,25.9,1226.28
I17489,T003,20200728,1427.03,57.2,1257.91
I17490,T001,20200501,615.21,12.6,1474.19
I17491,T004,20220802,2805.49,38.6,1430.75
I17492,T003,20230802,1834.39,93.5,1619.7
I17493,T002,20231002,2718.89,23.7,1897.53
I17494,T001,20200623,2743.28,57.8,1678.96
I17495,T001,20220401,2978.99,33.9,1554.36
I17496,T004,20240729,2243.87,82.6,1272.15
I17497,T004,20230331,1459.23,96.3,1488.65
I17498,T005,20220309,1329.56,97.6,1449.63
I17499,T003,20241028,1521.39,45.9,2209.36
I17500,T005,20240817,1661.96,22.5,1311.12
I17501,T005,20220112,2626.63,54.0,592.86
I17502,T003,20200215,1514.6,18.4,1623.22
I17503,T005,20230302,2933.65,71.3,653.21
I17504,T002,20200217,2697.94,17.5,2043.49
I17505,T005,20220422,553.11,32.4,1467.85
I17506,T004,20230913,1879.59,82.9,2244.53
I17507,T003,20221207,733.85,16.1,1961.19
I17508,T002,20200204,924.23,63.8,922.27
I17509,T004,20210422,2029.91,69.2,502.64
I17510,T003,20221019,2082.84,92.9,2135.17
I17511,T003,20230306,1269.61,10.5,2278.46
I17512,T004,20230312,2766.06,33.7,553.53
I17513,T001,20240124,2982.97,59.3,2305.26
I17514,T001,20200315,2611.25,25.8,793.26
I17515,T003,20210720,2781.29,70.2,1213.01
I17516,T005,20220805,1981.89,46.2,1252.57
I17517,T001,20220907,1742.01,82.8,2312.99
I17518,T003,20210423,629.15,15.3,1294.57
I17519,T005,20201103,2449.56,76.1,1040.02
I17520,T001,20221123,1360.88,54.3,2139.88
I17521,T002,20230923,2754.77,11.8,1656.15
I17522,T001,20200229,1414.62,47.7,1462.47
I17523,T003,20240917,873.79,74.5,2348.57
I17524,T002,20210517,2386.68,88.4,1009.59
I17525,T004,20221018,738.2,83.9,2040.98
I17526,T002,20240612,750.5,36.6,504.09
I17527,T004,20230508,2769.44,48.2,1550.35
I17528,T003,20230118,2732.07,78.0,1014.99
I17529,T003,20200516,1972.28,31.7,856.38
I17530,T005,20211127,2518.53,14.9,1001.88
I17531,T005,20240204,1306.51,96.2,2007.74
I17532,T003,20220422,2626.77,27.9,2015.21
I17533,T004,20201229,835.05,54.0,1082.93
I17534,T005,20210401,2274.98,20.1,952.87
I17535,T002,20220318,2830.97,50.3,611.08
I17536,T003,20201211,754.13,51.4,1351.06
I17537,T003,20210914,2433.51,87.4,1272.88
I17538,T002,20230217,1161.01,52.4,937.3
I17539,T003,20201201,2719.58,73.7,1295.34
I17540,T005,20241211,2268.86,38.8,2245.33
I17541,T002,20240314,1892.32,32.8,806.07
I17542,T001,20240524,2962.1,10.2,1412.87
I17543,T001,20230211,2664.9,72.5,1347.05
I17544,T001,20210830,1721.02,91.2,2362.0
I17545,T001,20220128,764.34,55.2,2183.17
I17546,T005,20230527,1894.93,34.1,1326.04
I17547,T002,20210819,2115.91,13.1,781.97
I17548,T001,20220520,1393.73,60.6,2211.41
I17549,T002,20241011,1649.6,14.4,1074.13
I17550,T004,20200106,2698.66,38.5,896.62
I17551,T005,20231216,1476.57,54.0,915.88
I17552,T003,20201215,1935.78,58.7,776.82
I17553,T003,20200125,2390.82,57.1,2145.3
I17554,T004,20231116,1463.09,35.1,1922.03
I17555,T001,20240201,871.32,36.7,1350.29
I17556,T002,20200609,2263.8,55.2,1263.89
I17557,T001,20240920,2756.4,35.1,2099.89
I17558,T004,20230906,2650.58,51.2,2488.33
I17559,T005,20220120,1962.78,72.0,1241.43
I17560,T001,20200914,2385.96,97.1,1949.69
I17561,T002,20230925,928.6,76.9,956.32
I17562,T003,20201004,1160.13,65.4,1650.41
I17563,T001,20201008,2462.09,25.6,1102.52
I17564,T005,20240308,674.98,77.0,1815.44
I17565,T005,20230916,733.69,80.1,2166.83
I17566,T003,20240604,2770.28,85.4,1567.7
I17567,T002,20200904,2374.32,26.6,2418.95
I17568,T002,20231230,686.58,63.7,870.13
I17569,T002,20231124,2155.1,65.3,1460.07
I17570,T002,20230218,2043.12,48.2,1793.97
I17571,T003,20240106,1733.96,79.1,1824.48
I17572,T001,20210315,2009.57,51.4,1381.28
I17573,T005,20230209,2272.19,29.3,1678.81
I17574,T003,20230911,527.55,86.9,1069.71
I17575,T001,20221005,1868.07,24.6,2137.82
I17576,T005,20201211,2539.75,26.1,1602.56
I17577,T004,20221002,567.84,67.6,1942.45
I17578,T005,20201106,2620.89,65.3,835.01
I17579,T002,20231116,1233.61,38.7,1412.3
I17580,T005,20230930,2025.06,49.2,615.39
I17581,T003,20210809,2936.77,43.4,2151.15
I17582,T005,20230729,2505.19,98.3,2479.76
I17583,T003,20200623,1974.83,63.5,1203.72
I17584,T003,20240312,569.95,32.2,1299.21
I17585,T004,20230212,1138.24,11.1,1564.97
I17586,T003,20220522,671.44,72.1,2252.02
I17587,T005,20230522,2505.28,36.0,1630.95
I17588,T005,20211008,764.46,79.3,763.0
I17589,T004,20210716,2702.3,86.5,821.07
I17590,T003,20210805,533.33,42.4,1802.68
I17591,T002,20230410,582.94,13.2,2074.41
I17592,T002,20201001,1987.45,62.0,917.07
I17593,T001,20200717,744.65,70.0,1810.05
I17594,T002,20210928,1134.6,32.4,548.64
I17595,T001,20230429,725.05,99.3,2430.13
I17596,T002,20210717,687.7,63.9,2212.68
I17597,T005,20240717,2177.23,82.9,2308.11
I17598,T002,20240506,504.9,51.8,1540.51
I17599,T005,20231019,567.72,29.7,2034.18
I17600,T002,20230827,702.23,95.3,1320.12
I17601,T001,20211020,2474.65,92.7,1638.29
I17602,T004,20201231,1250.81,51.6,2171.16
I17603,T003,20210816,1870.96,25.7,1597.67
I17604,T001,20210630,2460.7,86.2,2494.18
I17605,T001,20211225,2033.55,15.4,683.82
I17606,T004,20240520,1212.05,77.8,1699.86
I17607,T004,20200422,1424.71,88.4,624.83
I17608,T002,20210808,1793.68,89.6,2321.26
I17609,T004,20230115,1408.58,57.8,2324.65
I17610,T003,20230404,1197.94,42.5,1836.62
I17611,T005,20240516,703.37,66.6,578.53
I17612,T004,20210304,1645.13,48.3,1198.84
I17613,T004,20230904,1142.53,72.7,586.83
I17614,T005,20230913,1883.12,19.7,1716.38
I17615,T002,20210127,2213.27,69.7,2493.95
I17616,T001,20221208,1510.2,51.6,1883.18
I17617,T005,20201102,2405.6,98.2,2031.57
I17618,T003,20200919,2593.24,81.5,1348.56
I17619,T003,20221031,841.19,23.1,771.99
I17620,T005,20210619,2162.68,20.8,1074.51
I17621,T001,20220907,1362.42,92.5,1370.85
I17622,T005,20241115,2892.84,70.1,1840.79
I17623,T005,20200427,1053.79,16.9,2141.01
I17624,T005,20240330,2634.11,33.1,585.84
I17625,T001,20230320,654.67,76.7,1087.25
I17626,T005,20210902,2087.36,26.2,1257.93
I17627,T005,20200608,1549.11,40.5,830.39
I17628,T002,20230117,2958.88,11.1,773.59
I17629,T001,20221010,2845.56,94.0,1076.27
I17630,T002,20210412,2416.56,81.3,1714.46
I17631,T004,20230815,1136.5,43.1,1918.62
I17632,T003,20200707,2342.85,72.3,771.38
I17633,T005,20220304,1452.49,90.3,2099.02
I17634,T004,20210514,2526.92,67.6,1357.48
I17635,T005,20211121,518.4,91.3,808.03
I17636,T002,20220309,694.42,26.6,994.69
I17637,T004,20221213,2465.98,28.1,2490.71
I17638,T005,20240718,2418.25,70.8,879.02
I17639,T002,20220625,1643.83,16.4,1495.67
I17640,T002,20210503,947.29,29.3,2454.47
I17641,T004,20200418,1553.64,70.8,1301.36
I17642,T005,20230415,637.54,78.3,1723.54
I17643,T004,20241029,2363.57,69.4,1802.52
I17644,T003,20220911,503.35,62.9,2367.84
I17645,T003,20210827,1190.92,66.3,1048.04
I17646,T003,20230513,1071.02,59.2,743.47
I17647,T004,20210620,513.0,95.7,1105.93
I17648,T005,20240805,742.76,77.0,1653.71
I17649,T004,20200221,1530.32,35.6,2067.43
I17650,T001,20220302,1766.78,23.9,2242.1
I17651,T002,20220707,2214.47,95.3,1925.46
I17652,T004,20220219,797.68,64.5,633.27
I17653,T004,20210321,1206.49,15.0,1062.34
I17654,T002,20200501,610.38,97.2,1329.26
I17655,T002,20200706,1259.86,66.2,1327.98
I17656,T005,20200125,2369.74,90.1,2211.42
I17657,T001,20210925,2390.95,98.4,1291.47
I17658,T001,20240620,1663.33,39.5,1918.7
I17659,T005,20200530,1341.55,57.6,2252.33
I17660,T001,20210504,1609.29,18.9,797.44
I17661,T005,20231016,1696.22,49.5,542.03
I17662,T002,20230930,1128.95,74.3,1918.59
I17663,T002,20220501,1126.45,87.5,1173.53
I17664,T001,20200414,2747.28,13.3,611.43
I17665,T001,20200828,900.12,83.2,887.85
I17666,T001,20240710,1252.62,32.0,1755.55
I17667,T002,20200907,1317.28,73.1,1091.94
I17668,T001,20210906,928.91,78.5,1112.55
I17669,T003,20210701,655.31,91.0,1308.51
I17670,T004,20211028,2496.29,59.5,1129.38
I17671,T005,20220106,1532.17,46.6,823.58
I17672,T001,20231006,807.87,98.0,942.08
I17673,T002,20240626,2009.71,67.0,2493.17
I17674,T003,20220815,2921.93,29.1,2383.27
I17675,T002,20200404,1890.82,33.0,2257.53
