Yield_ID,Crop_ID,Date_ID,Area_Hectares,Yield_kg,Fertilizer_Used,Rainfall_mm
Y27504,C008,20211008,3.87,4915.2,128.3,210.9
Y27505,C003,20230924,2.44,3062.5,212.9,106.6
Y27506,C004,20230508,2.72,2615.9,152.6,163.4
Y27507,C003,20211028,2.13,541.6,129.8,120.3
Y27508,C001,20200303,2.1,1039.8,196.0,130.7
Y27509,C007,20210106,2.02,4333.5,294.2,85.5
Y27510,C001,20211217,1.72,4649.7,222.2,50.7
Y27511,C007,20200122,1.7,4154.0,113.3,214.0
Y27512,C001,20200917,3.95,1222.9,278.5,194.0
Y27513,C005,20200707,2.58,1674.6,168.1,232.7
Y27514,C001,20220708,3.9,694.6,110.7,215.1
Y27515,C006,20210225,1.34,2569.8,177.5,257.9
Y27516,C008,20240721,4.91,780.7,183.2,135.2
Y27517,C004,20200818,4.27,3361.5,130.2,138.1
Y27518,C002,20210220,1.66,2729.4,222.0,221.1
Y27519,C002,20240109,4.65,2514.7,86.1,106.3
Y27520,C007,20240502,3.31,1092.4,210.9,193.4
Y27521,C006,20231213,4.83,1159.0,186.6,229.5
Y27522,C008,20240526,2.86,1908.9,110.4,284.6
Y27523,C007,20240626,1.68,3470.1,183.6,83.2
Y27524,C006,20210225,3.77,1706.1,74.0,277.7
Y27525,C001,20210407,4.82,1608.0,284.3,287.6
Y27526,C004,20220225,2.2,3353.6,157.6,209.4
Y27527,C007,20241221,4.25,1265.3,204.3,51.1
Y27528,C008,20220926,1.49,3672.8,223.2,286.1
Y27529,C006,20241016,2.95,3674.7,154.2,169.0
Y27530,C005,20200329,1.08,4414.3,101.6,186.6
Y27531,C004,20200611,1.5,806.5,154.7,136.4
Y27532,C006,20241024,3.35,1154.5,113.6,67.2
Y27533,C008,20211229,4.78,999.4,133.8,51.6
Y27534,C002,20210303,4.37,2639.9,133.6,58.5
Y27535,C008,20220130,3.43,665.0,104.2,84.1
Y27536,C004,20230506,3.31,2643.0,251.2,266.1
Y27537,C005,20240919,2.77,3284.0,164.4,94.1
Y27538,C001,20201016,1.72,2875.5,51.3,122.2
Y27539,C001,20200723,2.65,2380.8,94.0,135.9
Y27540,C002,20230727,1.06,1826.5,98.0,51.6
Y27541,C006,20241214,2.13,3979.9,140.4,229.1
Y27542,C004,20210404,1.49,523.9,247.7,108.4
Y27543,C005,20201220,3.05,2259.6,96.6,132.0
Y27544,C006,20230725,3.32,3073.8,262.4,70.8
Y27545,C008,20231019,1.79,1786.6,125.4,244.5
Y27546,C006,20200625,3.39,807.1,226.2,271.7
Y27547,C008,20220629,1.46,4609.2,56.2,228.5
Y27548,C007,20211211,4.76,4558.6,168.5,280.3
Y27549,C006,20230502,4.57,2235.9,89.3,136.0
Y27550,C007,20240108,4.22,1101.3,134.1,225.6
Y27551,C005,20220322,1.32,3946.0,236.2,200.4
Y27552,C004,20200413,1.75,2923.5,273.5,94.7
Y27553,C001,20200926,4.01,597.9,250.0,265.7
Y27554,C002,20231109,1.76,3411.0,163.3,57.3
Y27555,C008,20230924,4.79,1373.9,274.1,152.2
Y27556,C008,20241201,1.53,1532.5,126.7,67.0
Y27557,C003,20220215,4.99,2681.2,268.1,193.6
Y27558,C005,20220129,2.32,4873.2,95.2,153.7
Y27559,C003,20201031,4.33,2427.8,220.3,124.7
Y27560,C005,20210301,1.23,4232.2,292.9,219.8
Y27561,C002,20230817,1.35,3951.0,65.9,258.4
Y27562,C006,20220820,2.83,1605.6,113.8,103.9
Y27563,C002,20230813,4.94,2901.2,293.2,56.5
Y27564,C008,20240820,2.27,4555.8,222.6,216.5
Y27565,C002,20211213,4.2,2616.4,83.5,166.8
Y27566,C004,20240227,4.68,905.4,280.8,256.2
Y27567,C008,20220425,2.19,3256.8,167.9,80.0
Y27568,C003,20230325,1.08,4297.4,244.9,70.2
Y27569,C004,20220518,4.8,4119.7,114.0,151.5
Y27570,C001,20240331,1.09,4380.6,296.0,196.6
Y27571,C007,20200319,1.48,4579.7,79.5,245.2
Y27572,C003,20200323,2.03,1700.5,244.6,187.1
Y27573,C006,20240413,1.65,1989.6,267.7,172.9
Y27574,C001,20240308,2.48,1248.2,112.4,164.0
Y27575,C001,20230720,3.88,529.4,61.8,199.0
Y27576,C002,20230113,3.08,4637.8,288.4,77.3
Y27577,C003,20220704,2.26,4519.0,66.0,208.5
Y27578,C008,20200415,4.45,4596.1,263.2,130.2
Y27579,C003,20210120,3.5,3746.9,183.1,167.4
Y27580,C006,20210901,4.5,874.1,75.2,94.7
Y27581,C007,20200119,3.7,1239.4,234.2,135.9
Y27582,C005,20201110,4.85,3479.7,99.6,166.8
Y27583,C004,20210225,3.44,4812.3,208.9,251.3
Y27584,C004,20211225,3.26,4450.4,271.2,123.0
Y27585,C008,20210611,3.09,1778.4,201.5,69.4
Y27586,C006,20201116,2.12,2337.4,142.8,266.6
Y27587,C003,20200506,3.13,2792.7,153.6,70.3
Y27588,C003,20240104,2.85,4280.0,115.4,279.7
Y27589,C004,20230601,3.85,4420.0,55.4,190.1
Y27590,C001,20220827,2.36,3086.8,70.9,283.8
Y27591,C001,20230930,2.64,3766.4,65.9,178.1
Y27592,C006,20220107,4.14,623.0,178.6,99.1
Y27593,C005,20230710,1.25,3967.2,296.4,69.0
Y27594,C006,20240318,3.92,4928.5,207.7,130.0
Y27595,C006,20210123,3.13,3739.9,114.4,233.2
Y27596,C004,20210214,2.41,1866.9,269.5,111.6
Y27597,C006,20200118,2.45,3379.9,137.6,134.4
Y27598,C003,20200111,1.78,1556.6,277.4,152.5
Y27599,C008,20210302,2.69,4711.8,234.5,212.7
Y27600,C003,20231026,4.08,3400.2,60.0,287.7
Y27601,C006,20230316,3.92,1206.4,195.6,295.8
Y27602,C007,20230628,1.21,4579.4,68.6,295.8
Y27603,C002,20210802,1.71,3810.3,221.0,251.4
Y27604,C001,20230120,2.76,2675.0,194.0,113.2
Y27605,C001,20220113,1.59,4234.0,52.5,279.6
Y27606,C006,20240629,2.55,3406.8,211.3,154.5
Y27607,C004,20211219,3.15,2615.9,52.9,141.3
Y27608,C001,20230904,3.54,3362.2,246.0,194.2
Y27609,C007,20211019,2.5,3808.4,101.7,250.7
Y27610,C002,20240623,1.78,3810.5,94.4,127.9
Y27611,C006,20240929,1.28,2554.6,157.9,221.0
Y27612,C001,20240211,3.55,2796.4,115.9,228.7
Y27613,C003,20200628,1.52,1135.0,271.8,119.5
Y27614,C006,20240111,4.23,3538.4,245.3,131.2
Y27615,C008,20231006,3.23,1082.7,189.4,212.9
Y27616,C007,20210508,1.08,3178.1,185.1,100.6
Y27617,C005,20210807,2.74,580.1,202.1,81.1
Y27618,C008,20241020,1.35,1749.1,269.9,255.1
Y27619,C006,20220114,1.03,1394.9,258.0,271.7
Y27620,C002,20200730,3.81,4910.8,52.5,114.3
Y27621,C001,20240531,3.07,565.9,144.5,102.2
Y27622,C003,20210114,2.21,3609.7,222.9,284.3
Y27623,C005,20230611,2.99,2783.3,249.7,94.2
Y27624,C005,20230305,3.88,3461.0,139.2,116.2
Y27625,C004,20210208,2.7,2401.5,196.3,221.3
Y27626,C005,20230925,3.13,4724.7,282.9,107.1
Y27627,C001,20240616,3.0,1469.3,282.0,123.0
Y27628,C004,20230515,2.53,4567.4,88.0,174.6
Y27629,C006,20200803,2.05,2681.5,171.4,271.3
Y27630,C007,20220911,1.99,1307.3,104.7,272.6
Y27631,C008,20201029,2.34,4593.6,165.7,178.0
Y27632,C008,20220303,2.65,595.4,198.6,89.1
Y27633,C004,20200125,4.67,4662.7,146.0,200.4
Y27634,C008,20220209,2.78,3660.9,98.6,187.2
Y27635,C003,20220824,1.95,3178.2,135.5,191.8
Y27636,C004,20200209,3.15,3734.1,159.2,58.6
Y27637,C007,20231224,1.73,555.9,235.6,52.1
Y27638,C005,20210116,1.62,4647.8,100.4,137.3
Y27639,C006,20210521,1.08,3093.6,98.2,279.5
Y27640,C005,20200628,2.64,2297.4,132.0,53.0
Y27641,C002,20220629,1.75,1127.4,221.0,229.2
Y27642,C008,20240930,2.23,2122.0,266.6,111.3
Y27643,C008,20241106,3.67,3316.2,102.9,246.3
Y27644,C007,20220715,2.31,4323.2,95.8,130.9
Y27645,C006,20210313,4.39,2031.2,113.4,163.6
Y27646,C001,20240828,1.84,3931.1,139.9,201.7
Y27647,C008,20240914,3.53,4956.1,50.8,120.3
Y27648,C001,20230927,1.7,4246.6,262.6,206.3
Y27649,C008,20220618,4.11,998.4,68.2,179.5
Y27650,C008,20220128,4.17,2407.5,104.9,284.4
Y27651,C001,20220712,1.07,4741.9,200.5,111.9
Y27652,C008,20231112,4.65,4852.1,66.4,91.5
Y27653,C004,20200729,4.23,1396.5,181.4,201.6
Y27654,C008,20201108,2.71,2601.2,163.6,97.4
Y27655,C002,20220312,2.56,2291.2,283.8,219.0
Y27656,C003,20241203,4.69,4484.8,108.5,71.1
Y27657,C008,20230606,3.58,4565.6,252.6,202.2
Y27658,C003,20210719,1.29,522.9,75.8,109.0
Y27659,C004,20200125,2.81,2829.2,211.0,273.2
Y27660,C008,20200202,4.48,4713.6,52.0,153.9
Y27661,C007,20231022,4.13,3985.4,183.0,174.8
Y27662,C008,20221229,2.82,666.9,284.9,102.5
Y27663,C001,20220621,4.02,3498.7,228.0,99.5
Y27664,C007,20240606,1.36,2978.5,202.4,128.8
Y27665,C002,20240126,4.08,3828.5,103.9,272.3
Y27666,C004,20200701,1.15,1411.3,178.2,145.6
Y27667,C001,20241110,3.15,2309.0,297.0,149.8
Y27668,C003,20211003,1.11,2351.1,144.0,59.1
Y27669,C006,20200219,2.26,2845.7,54.1,298.8
Y27670,C007,20210513,1.36,4814.5,249.8,174.9
Y27671,C003,20200607,1.66,3265.1,280.7,197.5
Y27672,C005,20211126,2.91,4787.9,111.6,181.2
Y27673,C003,20230614,4.1,2127.8,194.1,169.3
Y27674,C008,20230518,1.27,1648.2,114.6,121.2
Y27675,C004,20200830,2.59,1782.7,157.6,248.4
Y27676,C002,20230830,4.46,2859.3,248.6,80.2
Y27677,C007,20220116,3.11,2545.3,83.0,67.2
Y27678,C007,20240328,1.61,731.3,127.6,249.3
Y27679,C007,20240425,3.87,3565.0,155.5,185.6
Y27680,C002,20230820,1.25,2280.9,258.4,172.0
Y27681,C007,20240725,3.09,2845.8,278.0,231.5
Y27682,C005,20220728,1.53,512.8,91.4,289.3
Y27683,C004,20200816,2.67,4375.1,207.3,101.0
Y27684,C006,20210206,3.67,1671.0,68.8,89.8
Y27685,C002,20230904,3.12,2533.1,231.5,118.3
Y27686,C003,20241028,2.46,1635.7,297.0,287.6
Y27687,C005,20200825,2.3,3961.3,213.5,181.4
Y27688,C006,20221102,2.1,2627.8,121.9,64.2
Y27689,C008,20230907,1.76,4721.6,255.7,171.2
Y27690,C002,20200923,1.51,4831.5,252.2,124.9
Y27691,C003,20240224,4.27,1206.1,141.6,69.4
Y27692,C005,20241224,4.9,2527.0,191.1,243.1
Y27693,C008,20240916,3.42,1993.2,167.4,189.8
Y27694,C003,20240612,2.77,1988.9,79.7,172.7
Y27695,C001,20220601,3.61,4363.3,252.6,160.2
Y27696,C003,20220801,3.63,4117.5,113.7,146.7
Y27697,C004,20240318,4.96,3279.2,113.8,63.7
Y27698,C006,20201018,3.46,1590.5,278.0,253.4
Y27699,C001,20220416,4.61,887.9,216.0,111.2
Y27700,C005,20231014,3.57,4058.2,187.4,71.3
Y27701,C005,20230623,3.73,1025.2,158.7,184.2
Y27702,C002,20220905,3.1,4576.0,63.6,69.3
Y27703,C006,20201010,2.79,1211.3,270.3,105.8
Y27704,C003,20210526,4.28,1962.6,121.5,180.9
Y27705,C003,20231030,3.25,599.1,164.0,147.1
Y27706,C006,20210723,1.35,2375.9,180.0,227.5
Y27707,C007,20220505,3.6,3835.4,153.9,65.0
Y27708,C003,20200717,1.21,859.8,112.7,120.6
Y27709,C004,20240728,3.02,1957.0,91.0,175.0
Y27710,C007,20241116,1.41,4871.8,239.5,184.2
Y27711,C004,20241009,2.06,1051.8,67.2,217.8
Y27712,C007,20211231,3.04,3836.8,283.7,116.3
Y27713,C004,20210619,2.67,4621.7,142.4,273.2
Y27714,C006,20220224,2.98,2803.4,153.6,299.4
Y27715,C008,20200329,4.25,2550.9,122.2,122.9
Y27716,C001,20200531,3.9,2236.6,274.5,200.8
Y27717,C005,20230211,4.54,4096.2,223.3,167.0
Y27718,C005,20211130,2.43,2350.6,296.8,229.6
Y27719,C005,20230411,1.02,1714.5,299.4,195.3
Y27720,C007,20210221,2.87,4334.9,137.1,232.2
Y27721,C002,20211202,2.42,2501.8,172.0,126.1
Y27722,C007,20200329,4.96,1950.1,254.0,139.8
Y27723,C003,20210725,2.24,4197.1,83.7,76.2
Y27724,C008,20210709,2.41,4395.0,60.0,108.0
Y27725,C006,20221210,2.78,3760.5,146.9,278.7
Y27726,C003,20231107,2.96,1101.7,60.1,55.4
Y27727,C004,20240123,3.76,4929.3,100.9,190.4
Y27728,C007,20210908,2.5,2047.8,268.9,208.2
Y27729,C005,20210424,1.15,3422.8,250.4,229.5
Y27730,C003,20230901,1.32,520.3,129.3,248.7
Y27731,C006,20201015,2.28,2896.2,120.2,137.8
Y27732,C007,20230608,1.72,2355.8,246.6,94.7
Y27733,C003,20201219,1.13,2010.8,122.4,285.7
Y27734,C005,20220825,2.79,3160.1,230.0,87.3
Y27735,C008,20201220,4.64,2206.3,282.9,278.6
Y27736,C005,20230411,1.31,1897.1,193.2,63.7
Y27737,C007,20240809,3.17,4723.7,253.6,228.5
Y27738,C006,20210925,2.23,2444.4,202.5,60.0
Y27739,C007,20200321,4.02,2629.1,63.4,155.7
Y27740,C007,20230811,1.06,3969.9,103.1,63.4
Y27741,C004,20211223,2.66,4095.9,92.1,237.7
Y27742,C007,20241003,1.79,1388.9,62.8,167.0
Y27743,C007,20220211,3.81,3305.0,276.8,96.3
Y27744,C005,20200723,2.05,579.7,130.7,224.8
Y27745,C003,20200211,3.75,793.1,260.2,153.0
Y27746,C001,20231105,2.88,1044.4,153.1,247.6
Y27747,C007,20240813,1.17,560.5,247.9,122.6
Y27748,C007,20230505,3.61,1883.4,168.9,273.3
Y27749,C003,20241116,1.02,4443.8,77.0,247.1
Y27750,C001,20200921,4.34,1771.0,276.1,298.1
Y27751,C008,20200114,3.31,4966.9,296.0,165.9
Y27752,C007,20231130,2.4,578.4,162.6,254.3
Y27753,C005,20210703,1.48,3230.2,151.1,210.0
Y27754,C008,20240526,1.89,3590.9,226.9,258.5
Y27755,C008,20220802,3.49,1975.6,261.7,59.3
Y27756,C005,20230728,2.13,4749.1,275.6,170.3
Y27757,C006,20240623,4.1,3182.3,253.6,161.2
Y27758,C008,20200307,2.93,1310.5,270.9,279.2
Y27759,C007,20220212,1.95,4246.4,154.4,104.4
Y27760,C004,20240925,3.38,668.2,94.6,69.8
Y27761,C002,20230115,1.2,2999.5,222.8,156.1
Y27762,C007,20240607,3.45,2993.0,251.6,58.9
Y27763,C004,20200713,1.71,1072.4,134.1,221.6
Y27764,C005,20211202,3.56,2667.5,284.2,200.5
Y27765,C008,20200322,3.57,2763.0,259.8,293.0
Y27766,C008,20200730,4.5,2934.4,239.4,91.5
Y27767,C006,20220126,3.14,4500.5,110.8,93.5
Y27768,C008,20210405,2.95,2017.0,298.6,88.4
Y27769,C005,20241117,3.49,4205.2,195.1,71.4
Y27770,C007,20200127,2.25,4272.7,95.9,280.5
Y27771,C008,20210510,4.62,894.0,103.7,102.5
Y27772,C004,20220925,2.84,530.5,60.3,285.0
Y27773,C004,20201210,3.73,3521.4,61.5,58.5
Y27774,C001,20240608,4.15,2634.2,141.4,220.3
Y27775,C007,20200718,1.71,696.5,63.8,98.9
Y27776,C008,20240328,4.97,1789.6,61.4,205.3
Y27777,C008,20200913,4.93,3782.1,153.7,243.2
Y27778,C008,20231001,2.75,4110.7,64.1,187.3
Y27779,C003,20231015,1.14,3713.9,92.4,274.5
Y27780,C002,20220919,1.91,3713.6,294.5,286.0
Y27781,C007,20210203,4.46,1653.2,250.4,159.0
Y27782,C001,20200419,2.29,4932.8,267.1,288.3
Y27783,C005,20200726,4.61,1962.9,120.7,274.6
Y27784,C004,20211109,1.19,811.9,186.2,64.2
Y27785,C002,20241022,4.07,871.0,178.3,56.0
Y27786,C001,20230508,2.0,2469.4,132.2,194.8
Y27787,C003,20240424,3.55,2397.7,92.5,236.7
Y27788,C001,20241130,1.31,4756.6,221.4,135.0
Y27789,C003,20201006,3.71,2774.8,181.5,57.8
Y27790,C001,20210401,3.69,3428.9,196.8,157.7
Y27791,C006,20200802,1.43,1766.0,196.3,68.5
Y27792,C008,20231102,1.58,3426.9,85.1,200.8
Y27793,C002,20211016,1.55,3462.4,229.5,261.8
Y27794,C001,20240819,3.01,680.1,276.2,285.8
Y27795,C004,20200222,3.24,4346.3,158.5,54.2
Y27796,C001,20200226,1.24,4150.4,191.2,58.9
Y27797,C003,20200925,4.54,4853.7,75.2,54.5
Y27798,C005,20200520,1.84,1958.5,107.9,97.5
Y27799,C005,20210308,3.88,804.3,266.2,98.3
Y27800,C008,20210524,4.7,772.0,201.1,296.2
Y27801,C004,20210218,2.14,657.5,81.3,223.5
Y27802,C007,20240113,3.74,2998.8,239.9,219.3
Y27803,C001,20230330,4.08,3534.1,121.8,138.4
Y27804,C006,20220226,4.12,1233.7,207.4,268.8
Y27805,C005,20210314,2.57,3222.1,242.4,137.5
Y27806,C007,20240307,1.25,3688.8,122.7,267.1
Y27807,C007,20210419,4.02,533.8,288.3,100.2
Y27808,C007,20200325,1.42,3342.8,147.7,229.7
Y27809,C004,20200915,3.19,2357.6,123.3,254.0
Y27810,C003,20230625,2.66,4100.7,186.9,150.9
Y27811,C008,20231208,1.53,945.2,249.0,111.6
Y27812,C005,20210308,1.76,2886.1,161.6,205.0
Y27813,C003,20230705,1.81,2891.2,83.3,252.6
Y27814,C002,20220402,2.97,4591.9,147.8,78.8
Y27815,C007,20220710,2.43,4650.0,85.2,129.2
Y27816,C001,20231203,2.89,2479.3,232.5,129.9
Y27817,C001,20210425,3.9,2236.9,207.5,258.2
Y27818,C007,20240418,4.57,2634.0,271.3,225.3
Y27819,C003,20211127,2.39,1467.3,230.5,296.0
Y27820,C004,20230214,1.45,3240.8,149.9,56.9
Y27821,C005,20200517,2.73,1611.2,117.4,59.8
Y27822,C005,20240719,3.71,707.3,121.3,125.9
Y27823,C002,20221017,2.07,2659.3,267.3,288.9
Y27824,C002,20220714,2.32,1839.9,170.4,264.9
Y27825,C006,20211102,2.07,819.5,223.5,182.1
Y27826,C003,20221104,3.54,944.1,134.6,132.6
Y27827,C001,20210214,4.54,3212.9,139.0,115.8
Y27828,C002,20210710,1.66,4489.0,273.9,273.2
Y27829,C008,20241114,3.73,2350.3,76.8,80.1
Y27830,C002,20200309,4.62,1503.1,174.8,289.2
Y27831,C004,20241024,3.47,1560.0,113.2,268.0
Y27832,C004,20200627,3.76,1101.2,174.7,236.2
Y27833,C008,20220325,2.26,4352.9,179.0,105.9
Y27834,C008,20200620,4.98,3158.7,295.0,185.8
Y27835,C004,20230421,3.28,3573.2,206.3,94.8
Y27836,C005,20220304,3.8,4614.3,204.8,176.5
Y27837,C003,20240729,2.2,1389.9,176.1,152.8
Y27838,C005,20210718,4.88,4710.9,170.7,130.8
Y27839,C001,20200921,1.53,3708.9,259.9,272.3
Y27840,C006,20231211,2.97,2541.7,72.2,225.7
Y27841,C002,20230906,2.46,882.9,110.2,267.6
Y27842,C002,20210218,1.05,3302.2,130.3,200.4
Y27843,C003,20200801,4.47,646.1,201.5,273.4
Y27844,C007,20201001,2.39,3620.2,243.7,127.2
Y27845,C003,20210630,4.92,1896.1,206.6,123.7
Y27846,C003,20200825,3.84,4942.7,173.0,129.0
Y27847,C006,20210811,2.22,2681.8,212.1,126.5
Y27848,C001,20200725,4.3,1111.9,163.3,133.9
Y27849,C004,20240222,1.45,1836.8,231.6,125.1
Y27850,C008,20231017,4.68,581.9,114.0,71.6
Y27851,C001,20210722,2.17,2998.1,80.9,288.0
Y27852,C006,20201106,4.04,4020.9,272.0,247.3
Y27853,C002,20240204,3.72,4822.5,261.5,155.1
Y27854,C007,20201023,3.07,582.1,136.4,87.9
Y27855,C007,20200310,1.69,2993.7,72.6,202.9
Y27856,C003,20200830,1.85,3978.7,230.0,147.0
Y27857,C007,20200508,4.35,4710.5,121.5,263.6
Y27858,C002,20210703,2.69,3503.1,115.8,79.1
Y27859,C006,20220618,4.57,2133.9,272.1,182.4
Y27860,C006,20220225,1.77,1807.3,93.4,137.0
Y27861,C004,20220117,3.83,3371.1,256.9,282.5
Y27862,C004,20231009,4.6,3501.0,130.3,94.7
Y27863,C002,20240525,3.26,2447.3,108.9,270.8
Y27864,C002,20240221,3.61,1010.4,72.3,153.8
Y27865,C002,20201012,4.13,1153.6,236.9,211.8
Y27866,C001,20211205,2.9,4630.5,251.8,218.9
Y27867,C003,20210414,4.63,1559.5,171.3,107.6
Y27868,C002,20241218,2.33,3210.6,137.8,293.9
Y27869,C004,20241115,2.89,3647.3,73.9,294.1
Y27870,C001,20231223,2.59,1181.6,251.0,211.0
Y27871,C007,20230413,4.3,1064.7,50.8,286.8
Y27872,C002,20211223,3.08,1311.9,280.6,51.9
Y27873,C005,20230224,1.62,4538.1,98.1,190.6
Y27874,C003,20220924,4.59,2940.3,114.3,269.7
Y27875,C001,20231222,3.43,4099.7,103.7,72.8
Y27876,C006,20240527,3.29,4002.6,266.5,124.8
Y27877,C007,20200919,2.65,1133.2,63.6,129.6
Y27878,C002,20240406,3.9,2753.8,88.8,150.1
Y27879,C002,20210723,4.28,3469.0,200.6,256.1
Y27880,C005,20210506,3.93,2453.5,163.6,171.5
Y27881,C006,20221111,1.06,1598.1,284.1,287.4
Y27882,C004,20201010,1.04,2719.7,93.0,286.1
Y27883,C001,20200724,3.51,2319.3,77.3,298.6
Y27884,C003,20230314,2.05,3844.2,141.5,63.7
Y27885,C005,20200716,2.55,1330.8,85.8,81.2
Y27886,C001,20230531,2.6,4012.6,102.2,69.2
Y27887,C004,20240315,2.54,4546.6,115.6,238.2
Y27888,C008,20200114,3.78,4301.5,287.0,72.1
Y27889,C005,20230814,4.3,2550.2,57.0,199.9
Y27890,C002,20241126,2.71,4858.9,261.4,162.5
Y27891,C007,20230806,4.88,2038.0,218.3,122.3
Y27892,C002,20201111,4.03,4613.4,162.7,283.0
Y27893,C006,20220130,4.88,4955.8,167.5,206.1
Y27894,C002,20230122,4.05,3337.1,120.2,133.2
Y27895,C002,20220314,3.31,1567.4,242.2,204.7
Y27896,C006,20220401,4.35,3705.0,207.8,249.5
Y27897,C006,20200113,3.02,4242.4,245.1,196.9
Y27898,C004,20200429,4.47,4230.7,282.1,214.4
Y27899,C005,20221111,1.77,2995.1,157.9,63.6
Y27900,C006,20210513,1.24,2376.5,207.7,97.3
Y27901,C004,20200815,1.09,4730.2,185.9,281.6
Y27902,C008,20230719,2.06,1689.4,101.2,180.8
Y27903,C007,20200830,4.71,821.4,150.2,271.0
Y27904,C005,20221128,3.41,3069.2,189.9,288.9
Y27905,C001,20210108,1.98,2511.4,230.1,278.1
Y27906,C007,20210625,2.61,4070.6,235.1,173.6
Y27907,C002,20240519,4.16,1874.3,193.9,234.8
Y27908,C004,20210212,3.31,585.3,260.4,69.1
Y27909,C004,20230317,2.94,1854.8,120.2,184.0
Y27910,C008,20201109,2.84,4610.4,95.0,192.6
Y27911,C008,20200927,2.28,3111.6,152.8,106.4
Y27912,C003,20240616,2.41,4824.2,192.6,244.2
Y27913,C002,20210819,4.15,2318.9,130.5,90.0
Y27914,C001,20200429,4.42,4738.5,282.7,131.8
Y27915,C005,20200520,4.05,1449.6,170.3,165.4
Y27916,C001,20220508,1.69,2168.4,157.2,246.8
Y27917,C008,20240516,4.16,2414.0,244.4,151.7
Y27918,C001,20231113,1.08,1274.0,147.0,92.8
Y27919,C006,20220510,2.36,2591.4,107.3,219.4
Y27920,C002,20230916,4.45,1122.7,186.8,226.8
Y27921,C006,20230808,4.31,528.6,75.1,268.4
Y27922,C007,20200918,4.75,1339.9,129.2,85.1
Y27923,C003,20210309,1.14,2526.5,78.8,51.6
Y27924,C003,20241221,4.67,1911.6,57.9,99.9
Y27925,C001,20211108,4.78,3649.4,235.3,195.5
Y27926,C001,20231206,4.57,740.9,225.8,151.5
Y27927,C006,20200404,3.06,1868.9,56.6,90.0
Y27928,C002,20210715,1.82,4305.7,211.4,146.1
Y27929,C002,20220306,4.3,3685.7,185.7,95.6
Y27930,C006,20210203,4.97,4065.1,96.8,87.9
Y27931,C002,20211221,1.77,4542.6,211.9,142.3
Y27932,C002,20241107,3.61,736.0,141.7,186.3
Y27933,C006,20231017,1.79,2174.4,239.9,114.7
Y27934,C004,20230312,1.32,1729.3,264.0,146.7
Y27935,C008,20221015,4.07,3451.4,163.0,299.3
Y27936,C007,20240326,2.12,805.4,239.0,146.3
Y27937,C004,20220628,1.39,3936.4,134.5,177.4
Y27938,C007,20230727,1.94,1110.0,151.2,84.8
Y27939,C008,20200303,4.55,4880.0,116.6,253.0
Y27940,C008,20230301,2.1,3738.5,66.1,184.4
Y27941,C004,20230403,1.54,845.2,211.8,126.2
Y27942,C002,20240804,3.8,3844.5,67.2,193.6
Y27943,C008,20240502,4.91,4113.1,273.9,126.0
Y27944,C006,20240402,2.89,3393.8,81.9,285.7
Y27945,C007,20200614,3.38,3909.3,188.3,298.4
Y27946,C007,20210416,4.28,4877.5,95.1,188.7
Y27947,C008,20200417,4.33,1597.0,187.7,282.8
Y27948,C003,20220419,2.54,4697.9,227.0,75.6
Y27949,C005,20211002,2.87,4124.2,286.7,128.9
Y27950,C008,20230418,1.91,2122.1,202.6,194.1
Y27951,C002,20240426,4.09,1678.3,206.8,141.2
Y27952,C005,20201115,1.17,1975.4,148.8,284.7
Y27953,C007,20231227,2.86,3994.7,286.9,229.6
Y27954,C008,20210627,2.64,623.6,63.6,268.1
Y27955,C006,20230712,1.99,4824.5,182.6,221.4
Y27956,C004,20200706,1.43,1438.6,291.8,233.6
Y27957,C003,20231102,2.29,1703.9,135.4,50.8
Y27958,C008,20220203,1.9,2680.5,183.6,128.9
Y27959,C005,20220701,1.62,2510.7,210.9,246.8
Y27960,C004,20240225,4.94,1582.7,280.8,268.8
Y27961,C002,20200518,3.4,1629.6,208.7,168.6
Y27962,C008,20220428,3.97,2705.5,154.8,137.5
Y27963,C008,20241008,3.75,3555.3,150.2,205.3
Y27964,C001,20211020,2.23,4179.6,268.3,267.2
Y27965,C004,20220311,4.88,1326.6,53.4,233.6
Y27966,C001,20241220,4.77,3781.7,208.6,54.1
Y27967,C004,20210130,3.03,2888.4,245.6,280.9
Y27968,C006,20210215,2.92,4956.1,283.9,128.5
Y27969,C001,20201206,1.16,1754.4,256.5,276.9
Y27970,C007,20221107,4.02,2243.3,253.5,294.5
Y27971,C005,20231124,4.04,3431.6,92.8,169.1
Y27972,C001,20230929,1.37,1183.6,260.3,218.5
Y27973,C002,20230904,4.28,549.5,239.0,187.6
Y27974,C004,20220911,2.27,3147.9,63.8,61.1
Y27975,C008,20231012,3.65,3818.7,281.4,93.9
Y27976,C004,20200820,1.03,4575.0,135.9,187.4
Y27977,C006,20210312,2.06,3597.9,56.6,137.2
Y27978,C006,20210122,3.0,2636.1,291.8,223.3
Y27979,C001,20240627,4.35,3130.0,56.1,59.5
Y27980,C005,20230206,3.52,3555.1,218.3,69.9
Y27981,C005,20220219,4.82,4293.6,219.5,70.7
Y27982,C003,20220127,1.29,3621.4,142.4,185.6
Y27983,C003,20220719,3.98,3227.3,210.3,112.9
Y27984,C005,20211111,3.87,936.9,76.7,278.3
Y27985,C005,20210524,1.66,1201.5,237.6,260.0
